week,region,entropy,countryI,countryJ,flipProbability,hdiOverlap
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Afghanistan,Armenia,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Afghanistan,Azerbaijan,0.815,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Afghanistan,Georgia,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Afghanistan,Kazakhstan,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Afghanistan,Kyrgyzstan,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Afghanistan,Tajikistan,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Afghanistan,Turkmenistan,0.9725,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Afghanistan,Uzbekistan,0.995,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Armenia,Azerbaijan,0.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Armenia,Georgia,1.0,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Armenia,Kazakhstan,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Armenia,Kyrgyzstan,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Armenia,Tajikistan,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Armenia,Turkmenistan,0.475,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Armenia,Uzbekistan,0.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Azerbaijan,Georgia,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Azerbaijan,Kazakhstan,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Azerbaijan,Kyrgyzstan,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Azerbaijan,Tajikistan,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Azerbaijan,Turkmenistan,0.965,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Azerbaijan,Uzbekistan,0.985,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Georgia,Kazakhstan,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Georgia,Kyrgyzstan,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Georgia,Tajikistan,1.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Georgia,Turkmenistan,0.2575,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Georgia,Uzbekistan,0.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Kazakhstan,Kyrgyzstan,0.785,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Kazakhstan,Tajikistan,0.995,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Kazakhstan,Turkmenistan,0.0475,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Kazakhstan,Uzbekistan,0.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Kyrgyzstan,Tajikistan,0.9575,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Kyrgyzstan,Turkmenistan,0.025,True
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Kyrgyzstan,Uzbekistan,0.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Tajikistan,Turkmenistan,0.0025,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Tajikistan,Uzbekistan,0.0,False
2018-01-22/2018-01-28,Caucasus and Central Asia,2.841212582193089,Turkmenistan,Uzbekistan,0.235,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Afghanistan,Armenia,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Afghanistan,Azerbaijan,0.2875,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Afghanistan,Georgia,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Afghanistan,Kazakhstan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Afghanistan,Kyrgyzstan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Afghanistan,Tajikistan,0.87,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Afghanistan,Turkmenistan,0.88,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Afghanistan,Uzbekistan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Armenia,Azerbaijan,0.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Armenia,Georgia,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Armenia,Kazakhstan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Armenia,Kyrgyzstan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Armenia,Tajikistan,0.1275,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Armenia,Turkmenistan,0.1575,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Armenia,Uzbekistan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Azerbaijan,Georgia,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Azerbaijan,Kazakhstan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Azerbaijan,Kyrgyzstan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Azerbaijan,Tajikistan,0.8975,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Azerbaijan,Turkmenistan,0.8875,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Azerbaijan,Uzbekistan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Georgia,Kazakhstan,0.935,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Georgia,Kyrgyzstan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Georgia,Tajikistan,0.03,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Georgia,Turkmenistan,0.025,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Georgia,Uzbekistan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Kazakhstan,Kyrgyzstan,0.9775,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Kazakhstan,Tajikistan,0.005,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Kazakhstan,Turkmenistan,0.01,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Kazakhstan,Uzbekistan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Kyrgyzstan,Tajikistan,0.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Kyrgyzstan,Turkmenistan,0.0025,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Kyrgyzstan,Uzbekistan,0.9875,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Tajikistan,Turkmenistan,0.53,True
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Tajikistan,Uzbekistan,1.0,False
2018-01-29/2018-02-04,Caucasus and Central Asia,3.116704005166594,Turkmenistan,Uzbekistan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Afghanistan,Armenia,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Afghanistan,Azerbaijan,0.9075,True
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Afghanistan,Georgia,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Afghanistan,Kazakhstan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Afghanistan,Kyrgyzstan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Afghanistan,Tajikistan,0.9,True
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Afghanistan,Turkmenistan,0.89,True
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Afghanistan,Uzbekistan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Armenia,Azerbaijan,0.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Armenia,Georgia,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Armenia,Kazakhstan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Armenia,Kyrgyzstan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Armenia,Tajikistan,0.135,True
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Armenia,Turkmenistan,0.0975,True
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Armenia,Uzbekistan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Azerbaijan,Georgia,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Azerbaijan,Kazakhstan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Azerbaijan,Kyrgyzstan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Azerbaijan,Tajikistan,0.86,True
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Azerbaijan,Turkmenistan,0.85,True
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Azerbaijan,Uzbekistan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Georgia,Kazakhstan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Georgia,Kyrgyzstan,0.995,True
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Georgia,Tajikistan,0.005,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Georgia,Turkmenistan,0.01,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Georgia,Uzbekistan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Kazakhstan,Kyrgyzstan,0.1675,True
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Kazakhstan,Tajikistan,0.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Kazakhstan,Turkmenistan,0.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Kazakhstan,Uzbekistan,0.98,True
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Kyrgyzstan,Tajikistan,0.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Kyrgyzstan,Turkmenistan,0.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Kyrgyzstan,Uzbekistan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Tajikistan,Turkmenistan,0.4675,True
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Tajikistan,Uzbekistan,1.0,False
2018-02-05/2018-02-11,Caucasus and Central Asia,2.8889722907932454,Turkmenistan,Uzbekistan,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Afghanistan,Armenia,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Afghanistan,Azerbaijan,0.0325,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Afghanistan,Georgia,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Afghanistan,Kazakhstan,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Afghanistan,Kyrgyzstan,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Afghanistan,Tajikistan,0.8875,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Afghanistan,Turkmenistan,0.925,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Afghanistan,Uzbekistan,0.98,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Armenia,Azerbaijan,0.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Armenia,Georgia,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Armenia,Kazakhstan,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Armenia,Kyrgyzstan,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Armenia,Tajikistan,0.4625,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Armenia,Turkmenistan,0.51,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Armenia,Uzbekistan,0.0525,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Azerbaijan,Georgia,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Azerbaijan,Kazakhstan,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Azerbaijan,Kyrgyzstan,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Azerbaijan,Tajikistan,0.93,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Azerbaijan,Turkmenistan,0.9425,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Azerbaijan,Uzbekistan,0.9975,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Georgia,Kazakhstan,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Georgia,Kyrgyzstan,1.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Georgia,Tajikistan,0.13,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Georgia,Turkmenistan,0.125,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Georgia,Uzbekistan,0.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Kazakhstan,Kyrgyzstan,0.7425,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Kazakhstan,Tajikistan,0.0225,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Kazakhstan,Turkmenistan,0.015,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Kazakhstan,Uzbekistan,0.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Kyrgyzstan,Tajikistan,0.02,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Kyrgyzstan,Turkmenistan,0.015,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Kyrgyzstan,Uzbekistan,0.0,False
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Tajikistan,Turkmenistan,0.4975,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Tajikistan,Uzbekistan,0.355,True
2018-02-12/2018-02-18,Caucasus and Central Asia,4.070872344303415,Turkmenistan,Uzbekistan,0.3075,True
